Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
01-07-21,32,33.75,32,33.35,33.09,99318,365,3286892,73357,73.86,1.75,1.35
30-06-21,31.25,32.65,30.8,32.6,32.23,177914,512,5733437,141064,79.29,1.85,1.35
29-06-21,32.35,32.65,30.55,31.1,31.43,99942,379,3141634,71340,71.38,2.1,-1.25
28-06-21,32.5,33.5,31.85,31.95,32.32,88869,313,2872211,72121,81.15,1.65,-0.55
25-06-21,32.1,33.95,32.05,33.5,32.98,117845,389,3886705,81503,69.16,1.9,1.4
24-06-21,35.7,35.7,33.4,33.4,33.64,340426,533,11453197,255648,75.1,2.3,-2.3
23-06-21,35.7,35.7,34,35.15,35.4,834939,1148,29558612,688861,82.5,1.7,-0.55
22-06-21,34,34,33.1,34,34,167394,271,5690693,152573,91.15,0.9,0
21-06-21,31.95,32.4,30.5,32.4,32.18,187982,313,6050092,170244,90.56,1.9,0.45
18-06-21,30,31,28.65,30.9,30.19,203453,479,6142636,151706,74.57,2.35,0.9
17-06-21,30.75,32.25,29.25,29.8,30.1,230805,519,6946834,182878,79.23,3,-0.95
16-06-21,33.7,33.7,30.7,30.75,31.78,358822,713,11401585,311814,86.9,3,-2.95
15-06-21,31.25,32.3,31.2,32.3,32.24,375652,458,12112413,250829,66.77,1.1,1.05
14-06-21,28.8,30.8,27.9,30.8,30.34,471163,531,14297353,362975,77.04,2.9,2
11-06-21,30.2,30.2,28.7,29.35,29.44,165844,308,4882505,151200,91.17,1.5,-0.85
10-06-21,29.7,30.3,28.6,29.6,29.94,201384,373,6029536,164454,81.66,1.7,-0.1
09-06-21,28.5,29.8,28,29.1,29.48,368295,672,10858764,281501,76.43,1.8,0.6
08-06-21,27.8,28.4,27,28.4,28.06,168020,315,4714531,143430,85.36,1.4,0.6
07-06-21,27.6,28.5,26.55,27.05,27.24,92264,330,2512974,60397,65.46,1.95,-0.55
04-06-21,28.5,28.95,26.55,27.6,28.21,284700,540,8030602,213018,74.82,2.4,-0.9
03-06-21,27.6,27.6,27.6,27.6,27.6,40924,100,1129502,40924,100,0,0
02-06-21,24.5,26.3,24.5,26.3,25.65,97496,255,2500400,91445,93.79,1.8,1.8
01-06-21,25.8,25.9,24.65,25.05,24.95,280290,427,6993826,223539,79.75,1.25,-0.75
31-05-21,27.15,27.5,25.8,25.9,26.41,158579,435,4187297,116576,73.51,1.7,-1.25
28-05-21,27.9,28.9,27,27.15,27.73,102753,288,2849114,76930,74.87,1.9,-0.75
27-05-21,27.9,28.2,27.1,27.75,27.61,118146,307,3261893,95960,81.22,1.1,-0.15
26-05-21,27.5,28.25,27.5,27.7,27.91,174139,286,4861052,146235,83.98,0.75,0.2
25-05-21,28,28.8,27.55,27.8,28.07,125663,305,3527385,96690,76.94,1.25,-0.2
24-05-21,29.65,29.95,28,28.1,28.91,178372,410,5156671,135048,75.71,1.95,-1.55
21-05-21,28,29.6,27.55,29.25,29.05,259390,513,7535155,211344,81.48,2.05,1.25
20-05-21,28.2,28.95,27.25,28.25,28.21,159455,351,4498912,119376,74.86,1.7,0.05
19-05-21,28.7,30.1,28.1,28.2,28.85,336487,695,9706893,265794,78.99,2,-0.5
18-05-21,30.65,30.65,27.75,29.55,30.2,916390,1390,27673962,683112,74.54,2.9,-1.1
17-05-21,29.2,29.2,27,29.2,29.07,832440,739,24202730,631482,75.86,2.2,0
14-05-21,27.85,27.85,27.85,27.85,27.85,189480,189,5277018,189480,100,0,0
12-05-21,26.2,26.55,26.1,26.55,26.5,193580,224,5130210,165866,85.68,0.45,0.35
11-05-21,23.85,25.3,23.3,25.3,24.68,387343,462,9559898,309676,79.95,2,1.45
10-05-21,24.3,24.75,23.4,24.1,23.92,185500,331,4437783,154640,83.36,1.35,-0.2
07-05-21,24.6,24.8,23.3,24.15,24.15,120915,355,2919529,87106,72.04,1.5,-0.45
06-05-21,24,24.45,23,24.1,23.88,237451,426,5670359,189699,79.89,1.45,0.1
05-05-21,23,24.15,23,23.45,23.66,188818,349,4467804,136888,72.5,1.15,0.45
04-05-21,23.4,24,22.05,23,23.58,308907,544,7284523,224844,72.79,1.95,-0.4
03-05-21,21.85,22.9,20.8,22.9,21.75,254223,462,5528139,192269,75.63,2.1,1.05
30-04-21,23,23,21.85,21.85,21.94,99709,231,2187484,71078,71.29,1.15,-1.15
29-04-21,23.75,24.45,22.2,22.95,22.82,210140,503,4796268,172077,81.89,2.25,-0.8
28-04-21,24.65,24.65,22.35,23.35,23.95,983307,1441,23554129,647215,65.82,2.3,-1.3
27-04-21,23.5,23.5,23.5,23.5,23.5,94974,113,2231889,94974,100,0,0
26-04-21,22.4,22.4,22.4,22.4,22.4,60309,123,1350921,60308,100,0,0
23-04-21,21.35,21.35,21.35,21.35,21.35,118309,140,2525897,116810,98.73,0,0
22-04-21,20.2,20.35,19.75,20.35,20.3,102087,146,2072536,87826,86.03,0.6,0.15
20-04-21,18.5,19.4,18.15,19.4,19.36,221392,293,4285548,199165,89.96,1.25,0.9
19-04-21,17.8,18.6,17.05,18.5,18.32,372604,538,6827596,303446,81.44,1.55,0.7
16-04-21,18.45,18.5,17.65,17.75,17.98,39898,163,717490,32875,82.4,0.85,-0.7
15-04-21,17.7,18.55,17.35,18.05,17.99,101602,262,1827881,77003,75.79,1.2,0.35
13-04-21,16.3,17.75,16.25,17.75,17.22,164785,202,2837539,137011,83.15,1.5,1.45
12-04-21,17.25,17.25,16.95,16.95,16.98,62067,159,1053965,50277,81,0.3,-0.3
09-04-21,17.95,18,17.1,17.8,17.33,269147,397,4664407,213649,79.38,0.9,-0.15
08-04-21,18.2,18.6,17.8,18,18.14,204654,301,3712714,183156,89.5,0.8,-0.2
07-04-21,18.95,18.95,17.35,18.4,18.05,228317,578,4121615,144048,63.09,1.6,-0.55
06-04-21,18.25,18.25,17.5,18.25,18.1,323386,479,5853992,279681,86.49,0.75,0
05-04-21,17.4,17.4,16.05,17.4,17.13,466479,675,7990087,379550,81.36,1.35,0
01-04-21,16.6,16.6,16.6,16.6,16.6,102962,147,1709169,97941,95.12,0,0
31-03-21,15.85,15.85,15.4,15.85,15.84,409966,195,6495140,365949,89.26,0.45,0
30-03-21,15.1,15.1,14.5,15.1,15.07,328635,246,4953373,317794,96.7,0.6,0
26-03-21,14.7,14.7,14.15,14.4,14.33,153297,246,2196152,130801,85.33,0.55,-0.3
25-03-21,15,15.35,14.35,14.5,14.62,68269,220,997892,60932,89.25,1,-0.5
24-03-21,14.8,15.2,14.5,15,14.96,103118,252,1543080,92271,89.48,0.7,0.2
23-03-21,14.5,14.95,14.45,14.8,14.64,163832,270,2398536,138228,84.37,0.5,0.3
22-03-21,15.25,15.25,14.65,14.9,14.91,107661,274,1604704,94333,87.62,0.6,-0.35
19-03-21,15,15.2,14.4,15.15,14.78,47174,233,697155,25890,54.88,0.8,0.15
18-03-21,15.55,15.7,14.85,15.1,15.22,184537,305,2809533,172862,93.67,0.85,-0.45
17-03-21,15.8,16,15.5,15.55,15.69,55915,179,877102,45083,80.63,0.5,-0.25
16-03-21,15.55,16,15.25,15.85,15.57,217166,418,3381259,131861,60.72,0.75,0.3
15-03-21,17.35,17.35,15.75,16.05,16.95,402206,695,6817460,330504,82.17,1.6,-1.3
12-03-21,16,16.55,15.4,16.55,16.19,349223,819,5652972,260632,74.63,1.15,0.55
10-03-21,16.2,16.2,15.5,15.8,15.78,106600,276,1682361,86070,80.74,0.7,-0.4
09-03-21,16.1,16.3,15.7,15.85,15.93,76866,250,1224819,73082,95.08,0.6,-0.25
08-03-21,16.85,16.85,15.8,15.9,16.04,162506,370,2606830,128712,79.2,1.05,-0.95
05-03-21,16.95,17.05,16.3,16.55,16.58,56528,199,937284,46259,81.83,0.75,-0.4
04-03-21,16.65,17.25,16.1,16.7,16.68,71003,224,1184640,59488,83.78,1.15,0.05
03-03-21,16.75,17.1,16.1,16.55,16.49,114690,360,1890800,89395,77.94,1,-0.2
02-03-21,17.4,17.8,16.7,16.9,17.32,82242,297,1424129,65135,79.2,1.1,-0.5
01-03-21,16.7,17.5,16.7,17.2,17.15,98806,391,1694827,80904,81.88,0.8,0.5
26-02-21,15.9,16.85,15.9,16.7,16.63,122359,378,2035393,108683,88.82,0.95,0.8
25-02-21,16.2,16.35,15.7,16.05,16.08,48359,225,777748,40287,83.31,0.65,-0.15
24-02-21,16,16.3,15.85,16.15,15.99,53371,220,853494,44960,84.24,0.45,0.15
23-02-21,16.4,16.4,15.85,16.1,16.15,49853,199,804975,36469,73.15,0.55,-0.3
22-02-21,17,17.1,16.15,16.2,16.62,63323,243,1052567,51560,81.42,0.95,-0.8
19-02-21,17.4,17.4,16,16.8,16.51,102282,296,1689087,73384,71.75,1.4,-0.6
18-02-21,16.4,16.8,16.1,16.8,16.72,134283,185,2245768,120185,89.5,0.7,0.4
17-02-21,15.95,16.4,15.5,16,15.92,58536,232,931896,43463,74.25,0.9,0.05
16-02-21,16.7,16.7,15.7,15.75,15.99,72869,286,1165108,64551,88.58,1,-0.95
15-02-21,17.35,17.4,16.3,16.5,16.63,60134,192,1000116,54959,91.39,1.1,-0.85
12-02-21,18.2,18.2,16.9,17,17.3,90440,298,1564795,62466,69.07,1.3,-1.2
11-02-21,17.7,17.7,17.35,17.6,17.68,158652,396,2805552,134212,84.6,0.35,-0.1
10-02-21,16.45,16.9,15.6,16.9,16.6,219293,386,3640071,188465,85.94,1.3,0.45
09-02-21,15.5,16.4,15.45,16.1,16.08,130778,379,2103302,78803,60.26,0.95,0.6
08-02-21,16,16.1,15.6,15.65,15.89,76655,212,1218098,63166,82.4,0.5,-0.35
05-02-21,15.85,16.1,15.75,15.8,15.85,57708,205,914941,48463,83.98,0.35,-0.05
04-02-21,16.45,16.45,15.8,15.85,15.96,40078,201,639569,31364,78.26,0.65,-0.6
03-02-21,15.95,16.4,15.8,16.15,16.03,89289,272,1431361,74930,83.92,0.6,0.2
02-02-21,16.2,16.2,15.5,15.85,15.75,57119,260,899576,38623,67.62,0.7,-0.35
01-02-21,15.95,16.7,15.25,15.85,15.93,118823,417,1892809,74204,62.45,1.45,-0.1
29-01-21,16.25,16.3,15.6,15.95,15.9,45441,173,722357,35347,77.79,0.7,-0.3
28-01-21,15.5,16,15.35,15.85,15.77,69975,260,1103243,50175,71.7,0.65,0.35
27-01-21,16.4,16.5,15.65,16,16.13,47653,177,768706,41138,86.33,0.85,-0.4
25-01-21,17,17.5,16.25,16.3,16.59,56842,267,942925,39875,70.15,1.25,-0.7
22-01-21,17,17.65,16.7,16.9,17.12,77705,270,1330290,56691,72.96,0.95,-0.1
21-01-21,17.35,17.8,16.6,16.85,17.08,104443,275,1783778,85187,81.56,1.2,-0.5
20-01-21,16.6,17.25,16.5,17.15,17.12,178947,388,3064404,135613,75.78,0.75,0.55
19-01-21,16.4,16.6,15.35,16.45,15.98,165723,453,2647963,116841,70.5,1.25,0.05
18-01-21,15.8,16.2,15.8,15.9,15.88,299029,441,4747692,209503,70.06,0.4,0.1
15-01-21,17.4,17.4,16.6,16.6,16.65,294971,527,4912433,219601,74.45,0.8,-0.8
14-01-21,19,19,17.4,17.45,17.78,447125,975,7951911,309367,69.19,1.6,-1.55
13-01-21,21.5,21.7,19.1,19.3,19.86,234325,758,4653865,171793,73.31,2.6,-2.2
12-01-21,23,23,20.75,21.1,21.38,172132,701,3680770,132563,77.01,2.25,-1.9
11-01-21,24.25,24.25,22.05,23.05,23.09,197477,547,4558880,147478,74.68,2.2,-1.2
08-01-21,22.3,24,22.15,23.15,22.96,140104,555,3216530,89608,63.96,1.85,0.85
07-01-21,22.05,24,22.05,22.45,22.82,183559,681,4189616,138621,75.52,1.95,0.4
06-01-21,24.35,25.45,22,22.25,23.58,271627,981,6405370,199049,73.28,3.45,-2.1
05-01-21,20.45,24.7,20.1,23.85,23.54,606727,1766,14281495,439812,72.49,4.6,3.4
04-01-21,18,21.4,18,20.6,19.99,320024,893,6396660,240513,75.15,3.4,2.6
01-01-21,18,18.45,17.55,17.85,18.12,64771,189,1173938,57823,89.27,0.9,-0.15
31-12-20,18,18.18,17.6,17.89,17.96,38735,162,695664,29324,75.7,0.58,-0.11
30-12-20,18.5,18.6,17.91,18.05,18.23,51251,190,934235,46815,91.34,0.69,-0.45
29-12-20,19.15,19.25,18.21,18.34,18.96,111551,344,2115452,89301,80.05,1.04,-0.81
28-12-20,17.8,18.9,17.8,18.82,18.44,125822,418,2320141,92181,73.26,1.1,1.02
24-12-20,18.25,18.65,17.5,17.72,17.9,72514,263,1297690,47714,65.8,1.15,-0.53
23-12-20,17.43,18.7,16.55,18.09,17.95,111949,300,2009988,91584,81.81,2.15,0.66
22-12-20,17.98,17.98,16.21,17.1,16.93,124099,319,2100975,110225,88.82,1.77,-0.88
21-12-20,17.65,18.95,13.98,17.77,17.42,403013,793,7020845,222281,55.15,4.97,0.12
18-12-20,17.6,18.18,17.15,17.47,17.8,107264,324,1909804,77708,72.45,1.03,-0.13
17-12-20,18,18.65,17.6,17.71,18.1,63541,323,1150272,48930,77.01,1.05,-0.29
16-12-20,18.5,18.85,17.61,17.87,18.46,139258,473,2571044,120727,86.69,1.24,-0.63
15-12-20,17,19.19,16.7,18.44,18.01,232457,852,4187078,191596,82.42,2.49,1.44
14-12-20,16.1,16.9,16,16.83,16.34,132770,320,2169346,99096,74.64,0.9,0.73
11-12-20,16.75,17.1,15.95,16.1,16.43,147427,415,2421682,121401,82.35,1.15,-0.65
10-12-20,15.62,18,15.62,16.59,16.94,330599,763,5601867,277194,83.85,2.38,0.97
09-12-20,15.85,16.2,15.41,15.99,15.84,116101,309,1839093,99302,85.53,0.79,0.14
08-12-20,16.24,16.24,15.36,15.63,15.91,96167,262,1530359,83866,87.21,0.88,-0.61
07-12-20,15.29,16.2,14.82,16.06,15.49,216913,472,3359355,186209,85.84,1.38,0.77
04-12-20,15.21,15.5,14.7,14.93,15.09,141112,373,2130022,110157,78.06,0.8,-0.28
03-12-20,15.98,15.98,14.95,15.21,15.53,159283,368,2474050,141161,88.62,1.03,-0.77
02-12-20,16.79,16.79,15.03,15.45,15.67,133470,407,2091595,85872,64.34,1.76,-1.34
01-12-20,16.25,17.47,16.11,16.46,16.58,169928,440,2816594,136117,80.1,1.36,0.21
27-11-20,14.8,16.23,14.7,16.15,15.89,189165,478,3006712,166551,88.05,1.53,1.35
26-11-20,14.6,14.9,14.4,14.76,14.73,41881,107,617078,40194,95.97,0.5,0.16
25-11-20,14.59,15,14.25,14.53,14.81,35956,168,532473,31684,88.12,0.75,-0.06
24-11-20,14,14.69,14,14.42,14.52,40236,154,584101,38313,95.22,0.69,0.42
23-11-20,14.09,14.5,13.72,14.37,14.27,48818,180,696402,42252,86.55,0.78,0.28
20-11-20,14,14.19,13.8,13.89,14,34993,126,489928,32569,93.07,0.39,-0.11
19-11-20,14.2,14.3,13.94,14.1,14.12,18339,125,258892,10431,56.88,0.36,-0.1
18-11-20,13.91,14.44,13.91,14.13,14.1,41900,184,590963,30540,72.89,0.53,0.22
17-11-20,14.18,14.48,13.83,14.27,14.17,60291,205,854227,36550,60.62,0.65,0.09
14-11-20,14.05,14.3,13.7,14.18,14.07,25085,128,352966,21535,85.85,0.6,0.13
13-11-20,14.07,14.07,13.81,13.9,13.94,25444,97,354573,22349,87.84,0.26,-0.17
